LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYLE
-80.2194803,25.8400533,20062,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B3700
-80.2591501,25.745832,20063,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond900
-80.2834638,25.3153039,20064,Boundary Survey,,
-80.4042558,25.507102,20065,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond14
-80.242224,25.7522339,20066,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B270
-80.5298672,25.4917222,20067,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star240
-80.1340557,25.8034015,20068,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star240
-80.2855973,25.2939841,20069,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2800
-80.2037206,25.9303476,20070,Tentative Plat,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star26
-80.3324537,25.908393,20071,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin60
-80.2435468,25.7384059,20072,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square70
-80.2430225,25.7385603,20073,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square70
-80.420179,25.931869,20075,Boundary and Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B48
-80.3562541,25.8749435,20076,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B48
-80.2315436,25.8404441,20077,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B48
-80.067433,26.4661209,20078,Construction Stakeout,2020 LONGITUDE PROJECTS_kmz_GMD4387_tmp_png_hs32x1@SCALE=1.1,msn_ltblu-blank0
-80.2862499,25.7002383,20079,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B391
-80.261822,25.7290437,20081,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond131
-80.2885263,25.3137286,20084,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E190
-80.3921546,25.6790354,20085,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B340
-80.2903139,25.2968487,20086,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B340
-80.2894822,25.317386,20088,Up-Date Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond5
-80.3446647,25.5746764,20089,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B361
-80.5135111,25.463865,20090,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B361
-80.1226205,26.2463024,20091,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B361
-80.1262206,25.9637657,20092,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond16
-80.4417997,25.5515822,20093,Re-Certification,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star27
-80.3816953,25.7407217,20094,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B260
-80.2111225,25.7856977,20095,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B260
-80.2436894,25.9218181,20096,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B260
-80.3793469,25.6434478,20097,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E230
-80.2904832,25.291943,20098,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star280
-80.1291653,25.8955154,20099,Construction,2020 LONGITUDE PROJECTS_kmz_GMD4387_tmp_png_hs32x1@SCALE=1.1,msn_ltblu-blank1
-80.2585627,25.7124797,20100,Construction,2020 LONGITUDE PROJECTS_kmz_GMD4387_tmp_png_hs32x1@SCALE=1.1,msn_ltblu-blank1
-80.2577453,26.086781,20101,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B430
-80.4879065,25.4800562,20102,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B430
-80.3579513,25.7285928,20103,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B430
-80.2491834,25.81272,20104,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B430
-80.2760323,25.7161139,20105,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin1
-80.2263401,25.8469729,20106,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.484299,25.50131,20107,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.373149,25.8314996,20108,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.1785015,25.7785923,20109,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.300026,25.9540678,20110,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.2986321,25.9547557,20111,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2901
-80.1564358,26.2010765,20112,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star1500
-80.1972712,25.8120642,20114,Engineering Services,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star1500
-81.0825667,24.7034046,20115,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B271
-80.2766032,25.3140309,20116,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B271
-80.4456735,25.5011335,20118,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B271
-80.421531,25.45222,20119,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square40
-80.145632,25.845079,20120,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin20
-80.3611232,25.5924849,20121,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B371
-80.3400095,25.5852554,20122,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B371
-80.4603739,25.5424395,20123,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B371
-80.4335529,25.6305533,20124,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B371
-80.1250089,25.9668686,20125,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star290
-80.2606904,25.9321424,20126,Boundary Survey;,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B371
-80.440561,25.639433,20127,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square60
-80.1366675,26.245728,20129,C-1 Canal from 200 feet south of,,
-80.2856336,25.3198892,20130,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E151
-80.364405,25.8706072,20131,Topo,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond90
-80.3955932,25.6882148,20132,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square50
-80.1460228,25.7999452,20133,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star24
-81.0809102,24.6925164,20134,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2501
-80.3397268,25.7901266,20135,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2501
-80.2853437,25.3180546,20136,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2501
-80.3697427,25.7087169,20137,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2501
-80.2751179,25.3195753,20138,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2501
-80.0722758,26.3602371,20139,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond41
-80.2839452,25.3191778,20140,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E180
-80.0719943,26.3601272,20141,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond6
-80.2547985,25.6992314,20142,Pool Asbuilt,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star36
-80.3751798,25.7297797,20143,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B281
-80.3438149,25.6611182,20144,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B281
-80.2613855,25.9402969,20145,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond15
-80.209586,25.905667,20146,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond15
-80.2531496,25.9369585,20147,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond15
-80.29787,25.7368974,20148,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond15
-80.2960613,25.7688095,20149,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond15
-80.1946515,25.7893546,20151,Topographic Survey,,
-80.1629551,26.1422452,20152,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B362
-80.12442,25.8619405,20154,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star37
-80.139002,26.1334045,20155,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin21
-80.3485291,25.6824575,20156,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B370
-80.3150274,25.7631581,20157,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B370
-80.1213717,25.8263907,20158,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B370
-80.3788226,25.5954336,20160,Topographic,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond91
-80.1714305,25.9075871,20161,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star151
-80.339407,25.6523757,20163,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2502
-80.2749262,25.8938714,20164,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E231
-80.4194485,25.6806036,20165,urvey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B54
-80.3494804,25.8973328,20166,Site Plan,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star17
-80.407936,25.6429576,20167,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square7
-80.4308773,25.468827,20168,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B55
-80.3995498,25.575216,20169,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond42
-80.3650558,25.9133072,20170,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin3
-80.3282551,25.6612585,20171,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B341
-80.3328764,25.7544669,20172,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B341
-80.258773,26.0723787,20173,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond71
-80.2566055,25.7581502,20175,Task,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star39
-80.4604045,25.0919544,20176,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E150
-80.3704132,25.6284004,20177,Set property,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star38
-80.403011,25.5882033,20178,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B280
-80.4938665,25.5193516,20179,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B280
-80.2451914,25.9618347,20181,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E181
-80.4238152,25.7579715,20182,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E181
-80.1249215,26.2465332,20183,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B35
-80.368758,25.1689902,20184,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B35
-80.2122682,25.7495106,20186,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star181
-80.4216702,25.5128813,20187,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B272
-80.2745002,25.81162,20188,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B272
-80.2922216,25.294824,20189,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B272
-80.2261053,25.7529287,20190,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B272
-80.1211542,25.8753731,20191,As-Built Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star161
-80.3087226,25.9305954,20192,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E16
-80.3940726,25.721853,20193,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B49
-80.2684975,25.7047793,20194,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square3
-80.3663253,25.6871991,20195,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B53
-81.1060834,24.7099777,20196,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond17
-80.4295074,25.0962971,20197,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond17
-80.2858453,25.2998206,20198,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond17
-80.4302911,25.594393,20199,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B45
-80.276512,25.833484,20200,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B45
-80.2029617,26.110667,20201,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin7
-80.3447842,25.6816009,20202,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E171
-80.2858222,25.2993424,20203,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.261363,25.3265968,20204,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.2505518,25.7227823,20205,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.333779,25.8263731,20207,Surveying,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.3718674,25.812206,20208,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.1412763,25.8756093,20209,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B290
-80.2417254,25.8460405,20210,Miscellaneous,,
