LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYLE
-80.49293561,25.51944238,21036,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B760
-80.4912612,25.50351301,21037,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B760
-80.4119871,25.56496572,21038,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B760
-80.3257934,25.8262684,21039,SUE,2021 LONGITUDE PROYECTS_kmz_GMD3D63_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S8
-80.36241715,25.83143743,21042,Tentative Plat,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star481
-80.14210411,25.79130596,21043,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B83
-80.3018923,25.68934528,21044,Miscellaneous,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star491
-80.43214299,25.10459899,21045,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B771
-80.27247037,25.69969016,21046,Miscellaneous,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star521
-80.49227447,25.45842568,21047,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B87
-80.27765143,26.226081,21048,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B87
-80.47889973,25.46092404,21049,21049.0.01,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B87
-80.27426947,25.31737419,21050,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B87
-82.54052043,27.42350922,21051,Review Documents,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star47
-80.547239,25.551323,21052,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B88
-80.12774185,26.0031961,21053,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E281
-80.25174517,25.75755179,21054,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B741
-80.47534694,25.48783997,21055,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B741
-80.1758402,25.7787885,21056,Stakeout,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star53
-80.25695044,25.75750097,21057,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond28
-80.24262892,26.21606224,21058,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B84
-80.12785683,25.79914891,21060,(SUE,2021 LONGITUDE PROYECTS_kmz_GMD3D63_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S9
-80.28408309,25.31629299,21061,Boundari Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B811
-80.48015833,25.48476821,21062,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B811
-80.2906387,25.70543092,21063,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,msn_square121
-80.1930038,25.75842249,21066,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond270
-80.46710484,25.07181231,21067,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B850
-80.21439597,25.77233564,21068,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B850
-80.49334073,25.46214255,21069,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B850
-80.44594151,25.44581316,21071,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B850
-80.19157859,25.75865711,21072,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond25
-80.1922774,25.76266366,21074,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond25
-80.19072764,25.76734236,21078,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond25
-80.22703475,25.7560691,21079,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B781
-80.19944259,25.85729627,21080,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B781
-80.20970572,25.82564212,21081,Topographic Survey,,
-80.29028116,25.6924088,21083,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B86
-80.20134983,25.78382965,21084,SUE,,
-80.19338491,25.81341275,21085,Miami Ike Smart City - Design District,,
-80.4958823,25.46533514,21086,(SUE),2021 LONGITUDE PROYECTS_kmz_GMD3D63_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,m_ylw-pushpin91
-80.3107961,25.61466004,21087,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,msn_square13
-80.29469875,25.69178046,21088,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E32
-80.2854165,25.31798119,21089,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B772
-80.27685927,25.31714039,21090,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B772
-80.22264789,25.74276245,21092,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B772
-80.18703604,25.8331103,21093,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B772
-80.26889822,25.7508114,21094,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B772
-80.47050023,25.54891564,21095,Layout,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star49
-80.12021717,25.83397631,21096,Miscellaneous,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star49
-80.28377641,25.31956731,21097,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E29
-80.19045232,25.76918349,21098,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond27
-80.18627171,25.79741872,21099,Miscellaneous,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star52
-80.13583731,25.87760912,21100,Preparation of Sketch,2021 LONGITUDE PROYECTS_kmz_GMD3E52_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin6
-80.38338553,25.56231836,21101,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B740
-80.21826332,26.06628305,21102,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B740
-80.29877001,25.30763193,21103,Elevation,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E31
-80.29597954,25.30963251,21104,7 S Marina Dr;Miami; FL 33037,,
-80.15888707,25.79325043,21106,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,m_ylw-pushpin9
-80.25595316,25.69833097,21107,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B91
-80.36598719,25.60690081,21108,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B91
-80.17117103,26.13020443,21109,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B91
-80.28624134,25.29649122,21110,Stakeout,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star55
-80.45792644,25.49393325,21111,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E35
-80.31580889,25.65256662,21112,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B812
-80.26086131,25.33266214,21113,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E34
-80.25983326,25.33284843,21114,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E34
-80.28601748,25.31715847,21115,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B750
-80.27280517,25.7274734,21116,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B750
-80.4690201,25.4552555,21117,Tentative Plat,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star460
-80.28511835,25.29864585,21118,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.48958673,25.04372327,21119,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.29169504,25.66487497,21120,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.33801296,25.6314891,21121,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.27669152,25.80845599,21122,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-81.8469634,26.62015091,21123,Boundary Survey,,
-80.98515612,26.8094122,21124,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.46389136,25.09087778,21126,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B79
-80.25172918,25.7142899,21127,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,msn_square110
-80.401624,25.920476,21128,Sketch,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star54
-80.13325391,26.01524329,21129,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.27089679,25.737471,21130,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.37302494,25.81217532,21131,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.26139759,25.33096052,21132,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.25934443,25.32800127,21133,Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.28943943,25.29875377,21134,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.23263347,25.73878801,21135,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-80.27078532,25.32226263,21136,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B92
-85.9072529,30.2369285,21137,Sketch,2021 LONGITUDE PROYECTS_kmz_GMD3E52_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin7
-80.38539042,25.16496762,21139,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B85
-80.28238512,25.32314974,21140,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B85
-80.2878952,25.29544056,21141,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B85
-80.28760788,25.30048628,21142,Elevation Certificate,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E33
-80.16436978,26.25572386,21143,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,msn_square12
-80.31023179,25.69359432,21144,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B78
-80.15939351,25.79292149,21145,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B78
-80.38201006,25.8080439,21146,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B78
-80.29887122,25.30772122,21147,Unknown Point Feature,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B78
-80.24784291,25.7177808,21148,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B78
-80.26319045,25.72712034,21149,422 Blue Rd;,,
-80.48039688,25.53984483,21150,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B761
-80.29128258,25.66394419,21151,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B761
-80.25777073,25.81067677,21152,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B761
-80.3106801,25.74255259,21154,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B761
-80.28607086,25.8874979,21155,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond242
-80.28998783,25.29944524,21156,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B89
-80.28761406,25.74087755,21158,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B89
-80.46647609,25.50860518,21159,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B89
-80.17151622,25.69604464,21160,ALTA Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D13_tmp_png@SCALE=1.2,msn_square14
-80.30628865,25.75201904,21161,Miscellaneous,2021 LONGITUDE PROYECTS_kmz_GMD3E12_tmp_png_c00ff55aa@SCALE=1.2,msn_star48
-80.26109441,25.32712504,21162,Elevations,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E28
-80.26116133,25.32737611,21163,Elevations,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E28
-80.26131468,25.32764266,21164,Elevations,2021 LONGITUDE PROYECTS_kmz_GMD3DA3_tmp_png_hs32x1@SCALE=1.1,msn_E28
-80.35055997,25.7299084,21165,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond29
-80.12371531,25.81442494,21166,Topographic Survey,2021 LONGITUDE PROYECTS_kmz_GMD3E72_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond29
-80.30723607,25.70732074,21167,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
-80.19888094,25.76942353,21168,Boundary,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
-80.46194015,25.54719459,21169,Boundary Survey,,
-80.19207095,25.85752749,21170,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
-80.43386084,25.47416906,21171,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
-80.5181015,25.6290873,21172,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
-80.33720467,26.09341067,21173,Boundary Survey,2021 LONGITUDE PROYECTS_kmz_GMD3D33_tmp_png_hs32x1@SCALE=1.1,msn_B820
