LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYLE
-80.359532,25.600553,22074,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B930
-80.306509,25.6808326,22075,Sketch,2022 LONGITUDE PROYECTS_kmz_GMD3FE4_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin8
-80.3526678,26.1042043,22076,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E43
-80.4129846,25.590529,22077,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E43
-80.4838815,25.0506829,22078,performed an Adjusted,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star65
-80.286295,25.2989045,22079,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B115
-80.2840822,25.852736,22082,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B115
-80.4813111,25.4758949,22083,ALTA Survey,2022 LONGITUDE PROYECTS_kmz_GMD3FB3_tmp_png@SCALE=1.2,msn_square15
-80.167604,27.1826032,22084,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B106
-80.4138389,25.5259092,22086,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B106
-80.3642829,25.6871781,22087,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B106
-80.3716011,25.645258,22088,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B106
-80.292152,25.7015167,22089,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B106
-80.1866645,25.8500932,22091,Topographic Survey,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond33
-80.1944777,25.7981244,22092,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B118
-80.3323697,25.8217359,22093,Tentative Plat,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star58
-80.4050199,25.6672497,22094,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B94
-80.3625982,25.7039601,22095,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B94
-80.2581171,25.8114028,22096,Top of Casing Survey,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star66
-80.2406974,25.8476193,22097,Boundary,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B119
-80.2387126,25.8318739,22098,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B119
-80.2901113,25.294701,22099,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B119
-80.1730971,25.8625428,22100,Final Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B119
-80.1294225,25.8866133,22101,96 Street between Bay Harbor Terrace and East Bay Harbor Drive; Bay Harbor Islands; FL,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond37
-80.3930596,25.5572048,22102,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B95
-80.4941528,25.4872631,22103,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E361
-80.2111311,26.2283345,22104,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B97
-80.2930921,25.8368879,22105,Right of Way,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star59
-80.4092181,25.7755124,22106,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B117
-80.2303097,26.0030676,22107,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E39
-80.2405667,25.8702019,22108,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B98
-80.3754534,26.0598358,22109,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B98
-80.2904116,25.6449749,22110,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B98
-80.323437,25.7389502,22111,Topographic,,
-80.305218,25.7352211,22112,Elevation,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E42
-80.1951663,25.763793,22113,Topographic,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond35
-80.2155324,25.9503292,22114,Topographic,,
-80.1257272,25.8015319,22115,control lines,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star62
-80.4459211,25.4454784,22116,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B114
-80.4295639,25.5151861,22117,LAYOUT,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star64
-80.436237,25.4620707,22118,Tentative Plat,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star64
-80.4203884,25.5413035,22120,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B99
-80.2835582,25.3163924,22121,Boundary Survey,,
-80.2844954,25.8405054,22122,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B99
-80.1230673,25.8437265,22123,3D Laser Scan,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star63
-80.2740412,25.3194638,22124,aquired location,,
-80.2765433,25.3134683,22125,Boundary,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B105
-80.1744168,25.8459419,22127,Construction Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F54_tmp_png_hs32x1@SCALE=1.1,msn_grn-blank0
-80.1336438,25.8867824,22129,Topographic,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond39
-80.1295975,25.8828208,22130,Boundary,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B113
-80.2009139,25.8563411,22131,Unknown Point Feature,2022 LONGITUDE PROYECTS_kmz_GMD3ED3_tmp_png_hs20x2@SCALE=1.1,m_ylw-pushpin12
-80.2850915,25.9264829,22132,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.2003306,25.8715449,22133,Unknown Point Feature,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.3423907,25.6920979,22134,Unknown Point Feature,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.4275122,25.6941958,22135,Unknown Point Feature,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.2922892,25.2955046,22137,Boundary,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B113
-80.2015157,25.8261953,22138,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.4629706,25.069401,22139,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B93
-80.2548235,25.7314019,22141,Topographic,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond34
-80.2887362,25.3101978,22148,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E36
-80.288781,25.3097296,22149,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E36
-80.2889665,25.308804,22150,Elevation Certificate,2022 LONGITUDE PROYECTS_kmz_GMD3F03_tmp_png_hs32x1@SCALE=1.1,msn_E36
-80.2853471,25.3118593,22151,As-Built Survey,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star56
-80.386939,25.1830199,22152,As-Built Survey,2022 LONGITUDE PROYECTS_kmz_GMD3FC4_tmp_png_c00ff55aa@SCALE=1.2,msn_star56
-80.2661278,25.7054851,22153,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B123
-80.2927279,25.3073979,22154,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,msn_B123
-80.2510557,25.8185479,22155,Topographic,2022 LONGITUDE PROYECTS_kmz_GMD4004_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond31
-80.4668479,25.5423347,22158,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin
-80.3492276,25.6647942,22160,Boundary Survey,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin
-80.3206426,25.6240753,22162,Boundary,2022 LONGITUDE PROYECTS_kmz_GMD3EB2_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin
-80.2635319,25.845586,22163,determined distance,,
